method,split,regime,task,seed,episodes,success_rate,mechanism_precision,incompatible_retrieval_rate,damage_rate,recovery_success,query_cost,calibration_error
no_retrieval_controller,seen_corpus,actuator_lag_shift,peg_insert_contact_search,1,84,0.297619,0.303525,0.229220,0.114899,0.297834,0.080106,0.117374
no_retrieval_controller,seen_corpus,actuator_lag_shift,peg_insert_contact_search,2,84,0.380952,0.304333,0.229820,0.113669,0.298710,0.079327,0.117773
no_retrieval_controller,seen_corpus,actuator_lag_shift,peg_insert_contact_search,3,84,0.452381,0.305141,0.230420,0.112678,0.299586,0.078715,0.118172
no_retrieval_controller,seen_corpus,actuator_lag_shift,peg_insert_contact_search,4,84,0.452381,0.289941,0.231020,0.113115,0.300462,0.079103,0.118570
no_retrieval_controller,seen_corpus,actuator_lag_shift,peg_insert_contact_search,5,84,0.380952,0.290749,0.231620,0.114980,0.283329,0.080491,0.118969
no_retrieval_controller,seen_corpus,actuator_lag_shift,peg_insert_contact_search,6,84,0.392857,0.291557,0.232220,0.115179,0.284205,0.072709,0.119368
no_retrieval_controller,seen_corpus,actuator_lag_shift,cable_route_around_hook,0,84,0.380952,0.298573,0.226778,0.113117,0.329269,0.079855,0.118246
no_retrieval_controller,seen_corpus,actuator_lag_shift,cable_route_around_hook,1,84,0.404762,0.299365,0.227366,0.113069,0.330127,0.079902,0.118637
no_retrieval_controller,seen_corpus,actuator_lag_shift,cable_route_around_hook,2,84,0.333333,0.300157,0.227954,0.114926,0.330986,0.073278,0.119027
no_retrieval_controller,seen_corpus,actuator_lag_shift,cable_route_around_hook,3,84,0.297619,0.300949,0.228542,0.116068,0.331844,0.074158,0.119418
no_retrieval_controller,seen_corpus,actuator_lag_shift,cable_route_around_hook,4,84,0.369048,0.301741,0.229130,0.115068,0.332703,0.073538,0.119808
no_retrieval_controller,seen_corpus,actuator_lag_shift,cable_route_around_hook,5,84,0.440476,0.302533,0.229718,0.114067,0.333561,0.072918,0.120199
no_retrieval_controller,seen_corpus,actuator_lag_shift,cable_route_around_hook,6,84,0.392857,0.303325,0.230306,0.115448,0.334420,0.073965,0.120590
no_retrieval_controller,seen_corpus,actuator_lag_shift,cloth_slide_over_edge,0,84,0.369048,0.295589,0.225908,0.114534,0.322999,0.074174,0.120386
no_retrieval_controller,seen_corpus,actuator_lag_shift,cloth_slide_over_edge,1,84,0.345238,0.296365,0.226484,0.115430,0.323840,0.074879,0.112765
no_retrieval_controller,seen_corpus,actuator_lag_shift,cloth_slide_over_edge,2,84,0.488095,0.297141,0.227060,0.112992,0.324681,0.073251,0.113147
no_retrieval_controller,seen_corpus,actuator_lag_shift,cloth_slide_over_edge,3,84,0.285714,0.297917,0.227636,0.117458,0.325522,0.076457,0.113529
no_retrieval_controller,seen_corpus,actuator_lag_shift,cloth_slide_over_edge,4,84,0.309524,0.298693,0.228212,0.117401,0.326363,0.076495,0.113912
no_retrieval_controller,seen_corpus,actuator_lag_shift,cloth_slide_over_edge,5,84,0.452381,0.299469,0.228788,0.114963,0.327203,0.074867,0.114294
no_retrieval_controller,seen_corpus,actuator_lag_shift,cloth_slide_over_edge,6,84,0.416667,0.300245,0.229364,0.116097,0.328044,0.075739,0.114677
no_retrieval_controller,seen_corpus,actuator_lag_shift,twist_lid_with_force_limit,0,84,0.404762,0.296357,0.223022,0.115067,0.283785,0.072830,0.119490
no_retrieval_controller,seen_corpus,actuator_lag_shift,twist_lid_with_force_limit,1,84,0.392857,0.297173,0.223628,0.115747,0.284670,0.073389,0.119893
no_retrieval_controller,seen_corpus,actuator_lag_shift,twist_lid_with_force_limit,2,84,0.357143,0.297989,0.224234,0.116903,0.285555,0.074281,0.120296
no_retrieval_controller,seen_corpus,actuator_lag_shift,twist_lid_with_force_limit,3,84,0.369048,0.298805,0.224840,0.109102,0.286439,0.074506,0.112695
no_retrieval_controller,seen_corpus,actuator_lag_shift,twist_lid_with_force_limit,4,84,0.452381,0.299621,0.225446,0.107877,0.287324,0.073731,0.113098
no_retrieval_controller,seen_corpus,actuator_lag_shift,twist_lid_with_force_limit,5,84,0.440476,0.300437,0.226052,0.108556,0.288209,0.074290,0.113501
no_retrieval_controller,seen_corpus,actuator_lag_shift,twist_lid_with_force_limit,6,84,0.404762,0.301253,0.226658,0.109712,0.289094,0.075182,0.113904
no_retrieval_controller,seen_corpus,compound_mechanism_shift,drawer_pull_with_stiction,0,84,0.285714,0.285550,0.238133,0.123698,0.318287,0.081338,0.118818
no_retrieval_controller,seen_corpus,compound_mechanism_shift,drawer_pull_with_stiction,1,84,0.440476,0.286406,0.238769,0.121066,0.319215,0.079584,0.119242
no_retrieval_controller,seen_corpus,compound_mechanism_shift,drawer_pull_with_stiction,2,84,0.404762,0.287262,0.239405,0.122244,0.320144,0.080496,0.119665
no_retrieval_controller,seen_corpus,compound_mechanism_shift,drawer_pull_with_stiction,3,84,0.345238,0.288118,0.240041,0.123898,0.321072,0.081741,0.120089
no_retrieval_controller,seen_corpus,compound_mechanism_shift,drawer_pull_with_stiction,4,84,0.380952,0.288974,0.240677,0.123648,0.322001,0.081653,0.120512
no_retrieval_controller,seen_corpus,compound_mechanism_shift,drawer_pull_with_stiction,5,84,0.392857,0.289830,0.241313,0.115869,0.304920,0.081898,0.120936
no_retrieval_controller,seen_corpus,compound_mechanism_shift,drawer_pull_with_stiction,6,84,0.392857,0.290686,0.241949,0.116333,0.305849,0.082310,0.121359
no_retrieval_controller,seen_corpus,compound_mechanism_shift,peg_insert_contact_search,0,84,0.380952,0.290566,0.230225,0.116376,0.281741,0.075405,0.122080
no_retrieval_controller,seen_corpus,compound_mechanism_shift,peg_insert_contact_search,1,84,0.416667,0.291422,0.230861,0.116125,0.282670,0.075317,0.122504
no_retrieval_controller,seen_corpus,compound_mechanism_shift,peg_insert_contact_search,2,84,0.321429,0.292278,0.231497,0.118494,0.283598,0.077062,0.114923
no_retrieval_controller,seen_corpus,compound_mechanism_shift,peg_insert_contact_search,3,84,0.380952,0.293134,0.232133,0.117767,0.284527,0.076641,0.115346
no_retrieval_controller,seen_corpus,compound_mechanism_shift,peg_insert_contact_search,4,84,0.428571,0.293990,0.232769,0.117278,0.285455,0.076386,0.115770
no_retrieval_controller,seen_corpus,compound_mechanism_shift,peg_insert_contact_search,5,84,0.273810,0.294846,0.233405,0.120837,0.286384,0.078965,0.116193
no_retrieval_controller,seen_corpus,compound_mechanism_shift,peg_insert_contact_search,6,84,0.333333,0.295702,0.234041,0.120110,0.287312,0.078544,0.116617
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cable_route_around_hook,0,84,0.369048,0.292302,0.232793,0.120207,0.320490,0.079816,0.118366
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cable_route_around_hook,1,84,0.321429,0.293142,0.233417,0.121614,0.321401,0.080886,0.118782
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cable_route_around_hook,2,84,0.321429,0.293982,0.234041,0.122069,0.322312,0.081290,0.119197
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cable_route_around_hook,3,84,0.345238,0.294822,0.234665,0.122047,0.323223,0.081361,0.119612
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cable_route_around_hook,4,84,0.345238,0.295662,0.235289,0.122502,0.324134,0.081765,0.120027
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cable_route_around_hook,5,84,0.380952,0.296502,0.235913,0.122242,0.325045,0.081669,0.120442
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cable_route_around_hook,6,84,0.452381,0.297342,0.236537,0.121269,0.325957,0.081073,0.120858
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cloth_slide_over_edge,0,84,0.357143,0.294382,0.235721,0.116436,0.319765,0.076666,0.115103
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cloth_slide_over_edge,1,84,0.404762,0.295206,0.236333,0.115930,0.320659,0.076396,0.115510
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cloth_slide_over_edge,2,84,0.369048,0.296030,0.236945,0.117090,0.321552,0.077292,0.115917
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cloth_slide_over_edge,3,84,0.369048,0.296854,0.237557,0.117536,0.322446,0.077688,0.116324
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cloth_slide_over_edge,4,84,0.369048,0.297678,0.238169,0.117982,0.323339,0.078084,0.116731
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cloth_slide_over_edge,5,84,0.428571,0.298502,0.238781,0.117237,0.324233,0.077646,0.117138
no_retrieval_controller,seen_corpus,compound_mechanism_shift,cloth_slide_over_edge,6,84,0.416667,0.283318,0.239393,0.117921,0.325126,0.078209,0.117545
no_retrieval_controller,seen_corpus,compound_mechanism_shift,twist_lid_with_force_limit,0,84,0.452381,0.290830,0.241601,0.122280,0.275341,0.080333,0.120209
no_retrieval_controller,seen_corpus,compound_mechanism_shift,twist_lid_with_force_limit,1,84,0.369048,0.291694,0.230237,0.115511,0.276759,0.081916,0.120420
no_retrieval_controller,seen_corpus,compound_mechanism_shift,twist_lid_with_force_limit,2,84,0.488095,0.292558,0.230879,0.113598,0.277696,0.080665,0.120848
no_retrieval_controller,seen_corpus,compound_mechanism_shift,twist_lid_with_force_limit,3,84,0.357143,0.293422,0.231521,0.116685,0.278633,0.074910,0.121275
no_retrieval_controller,seen_corpus,compound_mechanism_shift,twist_lid_with_force_limit,4,84,0.369048,0.294286,0.232163,0.116915,0.279570,0.075160,0.121703
no_retrieval_controller,seen_corpus,compound_mechanism_shift,twist_lid_with_force_limit,5,84,0.428571,0.295150,0.232805,0.116193,0.280508,0.074742,0.122130
no_retrieval_controller,seen_corpus,compound_mechanism_shift,twist_lid_with_force_limit,6,84,0.392857,0.296014,0.233447,0.117375,0.281445,0.075658,0.122558
no_retrieval_controller,heldout_object,source_matched,drawer_pull_with_stiction,0,84,0.309524,0.301394,0.214242,0.105658,0.312952,0.072115,0.117010
no_retrieval_controller,heldout_object,source_matched,drawer_pull_with_stiction,1,84,0.488095,0.302194,0.214836,0.102519,0.313819,0.069999,0.117405
no_retrieval_controller,heldout_object,source_matched,drawer_pull_with_stiction,2,84,0.452381,0.302994,0.203424,0.102765,0.315166,0.070883,0.109579
no_retrieval_controller,heldout_object,source_matched,drawer_pull_with_stiction,3,84,0.440476,0.303794,0.204018,0.103436,0.316034,0.071434,0.109974
no_retrieval_controller,heldout_object,source_matched,drawer_pull_with_stiction,4,84,0.488095,0.304594,0.204612,0.102916,0.316901,0.071151,0.110369
no_retrieval_controller,heldout_object,source_matched,drawer_pull_with_stiction,5,84,0.416667,0.305394,0.205206,0.096773,0.317768,0.072535,0.110763
no_retrieval_controller,heldout_object,source_matched,drawer_pull_with_stiction,6,84,0.440476,0.306194,0.205800,0.096729,0.318635,0.072586,0.111158
no_retrieval_controller,heldout_object,source_matched,peg_insert_contact_search,0,84,0.428571,0.309608,0.208607,0.099598,0.297905,0.075386,0.113838
no_retrieval_controller,heldout_object,source_matched,peg_insert_contact_search,1,84,0.440476,0.310408,0.209201,0.099793,0.298772,0.075603,0.114233
no_retrieval_controller,heldout_object,source_matched,peg_insert_contact_search,2,84,0.476190,0.311208,0.209795,0.099511,0.299639,0.075487,0.114628
no_retrieval_controller,heldout_object,source_matched,peg_insert_contact_search,3,84,0.321429,0.312008,0.210389,0.103039,0.300507,0.078038,0.115022
no_retrieval_controller,heldout_object,source_matched,peg_insert_contact_search,4,84,0.273810,0.312808,0.210983,0.104424,0.301374,0.079088,0.115417
no_retrieval_controller,heldout_object,source_matched,peg_insert_contact_search,5,84,0.369048,0.313608,0.211577,0.102951,0.302241,0.078139,0.115812
no_retrieval_controller,heldout_object,source_matched,peg_insert_contact_search,6,84,0.428571,0.314408,0.212171,0.102193,0.303108,0.069686,0.116206
no_retrieval_controller,heldout_object,source_matched,cable_route_around_hook,0,84,0.321429,0.306967,0.208266,0.103019,0.331896,0.071133,0.116095
no_retrieval_controller,heldout_object,source_matched,cable_route_around_hook,1,84,0.321429,0.307751,0.208848,0.103443,0.332746,0.071509,0.116482
no_retrieval_controller,heldout_object,source_matched,cable_route_around_hook,2,84,0.392857,0.308535,0.209430,0.102438,0.333595,0.070885,0.116868
no_retrieval_controller,heldout_object,source_matched,cable_route_around_hook,3,84,0.321429,0.309319,0.210012,0.104290,0.334445,0.072261,0.117255
no_retrieval_controller,heldout_object,source_matched,cable_route_around_hook,4,84,0.392857,0.310103,0.210594,0.103285,0.335295,0.071637,0.117641
no_retrieval_controller,heldout_object,source_matched,cable_route_around_hook,5,84,0.476190,0.310887,0.211176,0.102042,0.336145,0.070847,0.110024
no_retrieval_controller,heldout_object,source_matched,cable_route_around_hook,6,84,0.369048,0.311671,0.211758,0.104609,0.336994,0.072723,0.110410
no_retrieval_controller,heldout_object,source_matched,cloth_slide_over_edge,0,84,0.380952,0.305853,0.208706,0.104018,0.327665,0.073342,0.111138
no_retrieval_controller,heldout_object,source_matched,cloth_slide_over_edge,1,84,0.345238,0.306621,0.209276,0.105147,0.328497,0.074210,0.111517
no_retrieval_controller,heldout_object,source_matched,cloth_slide_over_edge,2,84,0.440476,0.307389,0.209846,0.103657,0.329329,0.073245,0.111895
no_retrieval_controller,heldout_object,source_matched,cloth_slide_over_edge,3,84,0.416667,0.308157,0.210416,0.104548,0.330162,0.073946,0.112273
no_retrieval_controller,heldout_object,source_matched,cloth_slide_over_edge,4,84,0.452381,0.308925,0.210986,0.096244,0.330994,0.073814,0.112651
no_retrieval_controller,heldout_object,source_matched,cloth_slide_over_edge,5,84,0.345238,0.309693,0.211556,0.098802,0.331826,0.075682,0.113030
no_retrieval_controller,heldout_object,source_matched,cloth_slide_over_edge,6,84,0.404762,0.310461,0.212126,0.098026,0.332658,0.075217,0.113408
no_retrieval_controller,heldout_object,source_matched,twist_lid_with_force_limit,0,84,0.440476,0.302105,0.214236,0.102398,0.283008,0.069301,0.116027
no_retrieval_controller,heldout_object,source_matched,twist_lid_with_force_limit,1,84,0.488095,0.302913,0.214836,0.101883,0.283884,0.069022,0.116426
no_retrieval_controller,heldout_object,source_matched,twist_lid_with_force_limit,2,84,0.500000,0.303721,0.203430,0.101181,0.285240,0.069243,0.116609
no_retrieval_controller,heldout_object,source_matched,twist_lid_with_force_limit,3,84,0.369048,0.304529,0.204030,0.104237,0.286116,0.071465,0.117008
no_retrieval_controller,heldout_object,source_matched,twist_lid_with_force_limit,4,84,0.428571,0.305337,0.204630,0.103484,0.286992,0.071019,0.117407
no_retrieval_controller,heldout_object,source_matched,twist_lid_with_force_limit,5,84,0.357143,0.306145,0.205230,0.105349,0.287868,0.072407,0.109801
no_retrieval_controller,heldout_object,source_matched,twist_lid_with_force_limit,6,84,0.452381,0.306953,0.205830,0.095878,0.288744,0.071462,0.110200
no_retrieval_controller,heldout_object,friction_mismatch,drawer_pull_with_stiction,0,84,0.535714,0.301701,0.216566,0.106712,0.314551,0.077951,0.118332
no_retrieval_controller,heldout_object,friction_mismatch,drawer_pull_with_stiction,1,84,0.369048,0.302525,0.217178,0.110491,0.315444,0.080681,0.118739
no_retrieval_controller,heldout_object,friction_mismatch,drawer_pull_with_stiction,2,84,0.416667,0.303349,0.217790,0.109985,0.316338,0.072406,0.119146
no_retrieval_controller,heldout_object,friction_mismatch,drawer_pull_with_stiction,3,84,0.452381,0.304173,0.218402,0.109717,0.317231,0.072302,0.119553
no_retrieval_controller,heldout_object,friction_mismatch,drawer_pull_with_stiction,4,84,0.452381,0.304997,0.219014,0.110162,0.318125,0.072698,0.119960
no_retrieval_controller,heldout_object,friction_mismatch,drawer_pull_with_stiction,5,84,0.321429,0.305821,0.219626,0.105223,0.319018,0.074927,0.120367
no_retrieval_controller,heldout_object,friction_mismatch,drawer_pull_with_stiction,6,84,0.428571,0.306645,0.220238,0.103526,0.319912,0.073823,0.112770
no_retrieval_controller,heldout_object,friction_mismatch,peg_insert_contact_search,0,84,0.345238,0.308571,0.221930,0.106996,0.297552,0.076880,0.114686
no_retrieval_controller,heldout_object,friction_mismatch,peg_insert_contact_search,1,84,0.392857,0.309395,0.222542,0.106489,0.298445,0.076609,0.115093
no_retrieval_controller,heldout_object,friction_mismatch,peg_insert_contact_search,2,84,0.428571,0.294211,0.223154,0.106221,0.299339,0.076505,0.115500
no_retrieval_controller,heldout_object,friction_mismatch,peg_insert_contact_search,3,84,0.380952,0.295035,0.223766,0.107619,0.300232,0.077568,0.115907
no_retrieval_controller,heldout_object,friction_mismatch,peg_insert_contact_search,4,84,0.428571,0.295859,0.224378,0.107113,0.283117,0.077297,0.116314
no_retrieval_controller,heldout_object,friction_mismatch,peg_insert_contact_search,5,84,0.369048,0.296683,0.224990,0.108749,0.284011,0.078526,0.116721
no_retrieval_controller,heldout_object,friction_mismatch,peg_insert_contact_search,6,84,0.380952,0.297507,0.213596,0.108057,0.285384,0.078756,0.116912
no_retrieval_controller,heldout_object,friction_mismatch,cable_route_around_hook,0,84,0.321429,0.300867,0.217791,0.105934,0.325998,0.076933,0.114343
no_retrieval_controller,heldout_object,friction_mismatch,cable_route_around_hook,1,84,0.476190,0.301675,0.218391,0.103275,0.326874,0.075154,0.114741
no_retrieval_controller,heldout_object,friction_mismatch,cable_route_around_hook,2,84,0.357143,0.302483,0.218991,0.106093,0.327750,0.077209,0.115140
no_retrieval_controller,heldout_object,friction_mismatch,cable_route_around_hook,3,84,0.416667,0.303291,0.219591,0.105340,0.328626,0.076763,0.115539
no_retrieval_controller,heldout_object,friction_mismatch,cable_route_around_hook,4,84,0.357143,0.304099,0.220191,0.106967,0.329502,0.077985,0.115938
no_retrieval_controller,heldout_object,friction_mismatch,cable_route_around_hook,5,84,0.357143,0.304907,0.220791,0.107404,0.330378,0.078373,0.116337
no_retrieval_controller,heldout_object,friction_mismatch,cable_route_around_hook,6,84,0.404762,0.305715,0.221391,0.106889,0.331254,0.078094,0.116735
no_retrieval_controller,heldout_object,friction_mismatch,cloth_slide_over_edge,0,84,0.321429,0.294281,0.214126,0.105079,0.315775,0.077239,0.114580
